,最寄駅：距離（分）,面積（㎡）,延床面積（㎡）,建築年,地区名,取引価格（総額）,市区町村コード,年号,和暦_年,築年数
3719,6,100,100,昭和53年,馬出,24000000,40131,昭和,53,45.0
3725,15,120,100,令和3年,馬出,38000000,40131,令和,3,1.0
3726,15,125,100,令和3年,馬出,38000000,40131,令和,3,1.0
3739,7,165,160,昭和48年,馬出,15000000,40131,昭和,48,50.0
3742,3,380,290,平成28年,馬出,110000000,40131,平成,28,7.0
3752,7,120,95,令和2年,舞松原,33000000,40131,令和,2,2.0
3753,13,120,95,令和3年,舞松原,33000000,40131,令和,3,1.0
3754,6,165,120,令和3年,舞松原,53000000,40131,令和,3,1.0
3755,15,145,105,令和4年,舞松原,45000000,40131,令和,4,0.0
3756,13,120,95,令和3年,舞松原,36000000,40131,令和,3,1.0
3757,12,360,200,平成8年,舞松原,61000000,40131,平成,8,27.0
3760,6,170,105,令和4年,舞松原,43000000,40131,令和,4,0.0
3765,9,110,85,平成30年,舞松原,33000000,40131,平成,30,5.0
3766,6,165,110,令和3年,舞松原,40000000,40131,令和,3,1.0
3768,11,140,105,令和3年,舞松原,35000000,40131,令和,3,1.0
3769,13,110,95,令和2年,舞松原,30000000,40131,令和,2,2.0
3770,13,105,95,令和3年,舞松原,30000000,40131,令和,3,1.0
3774,10,125,115,昭和62年,松香台,15000000,40131,昭和,62,36.0
3775,4,180,165,令和3年,松香台,65000000,40131,令和,3,1.0
3777,12,165,100,令和3年,松崎,52000000,40131,令和,3,1.0
3778,14,165,105,令和3年,松崎,53000000,40131,令和,3,1.0
3779,15,165,100,令和3年,松崎,53000000,40131,令和,3,1.0
3780,14,330,350,昭和61年,松崎,63000000,40131,昭和,61,37.0
3782,14,170,100,令和4年,松崎,59000000,40131,令和,4,0.0
3789,11,165,115,令和4年,松崎,53000000,40131,令和,4,0.0
3791,20,165,95,令和3年,松崎,41000000,40131,令和,3,1.0
3795,10,165,95,令和3年,松崎,54000000,40131,令和,3,1.0
3812,15,135,135,平成26年,松島,45000000,40131,平成,26,9.0
3813,15,150,135,平成26年,松島,46000000,40131,平成,26,9.0
3840,13,140,105,令和3年,松田,36000000,40131,令和,3,1.0
3849,7,290,160,昭和63年,御島崎,35000000,40131,昭和,63,35.0
3850,7,165,135,平成6年,御島崎,20000000,40131,平成,6,29.0
3861,11,200,160,平成28年,水谷,66000000,40131,平成,28,7.0
3862,14,125,100,令和4年,水谷,36000000,40131,令和,4,0.0
3863,15,150,55,昭和45年,水谷,21000000,40131,昭和,45,53.0
3865,9,115,90,令和3年,水谷,35000000,40131,令和,3,1.0
3866,9,95,95,令和3年,水谷,39000000,40131,令和,3,1.0
3868,5,150,85,昭和48年,水谷,30000000,40131,昭和,48,50.0
3870,8,105,95,令和3年,水谷,40000000,40131,令和,3,1.0
3877,16,130,95,令和2年,三苫,30000000,40131,令和,2,2.0
3879,9,200,105,平成29年,三苫,33000000,40131,平成,29,6.0
3887,15,590,310,平成5年,三苫,56000000,40131,平成,5,30.0
3891,13,190,110,昭和62年,三苫,21000000,40131,昭和,62,36.0
3893,28,240,105,平成8年,みどりが丘,31000000,40131,平成,8,27.0
3904,11,165,135,平成27年,美和台,24000000,40131,平成,27,8.0
3906,3,160,95,令和4年,美和台,37000000,40131,令和,4,0.0
3907,3,165,105,令和4年,美和台,39000000,40131,令和,4,0.0
3912,6,920,540,平成4年,美和台,100000000,40131,平成,4,31.0
3913,15,210,105,令和3年,美和台,38000000,40131,令和,3,1.0
3914,14,320,175,昭和63年,美和台,35000000,40131,昭和,63,35.0
3916,16,240,140,平成8年,美和台,27000000,40131,平成,8,27.0
3917,15,250,130,平成17年,美和台,31000000,40131,平成,17,18.0
3920,4,130,80,令和3年,美和台,29000000,40131,令和,3,1.0
3921,4,135,80,令和3年,美和台,32000000,40131,令和,3,1.0
3922,6,170,105,令和3年,美和台,35000000,40131,令和,3,1.0
3924,4,145,85,令和4年,美和台,36000000,40131,令和,4,0.0
3927,10,160,105,令和3年,美和台,33000000,40131,令和,3,1.0
3928,5,190,110,令和3年,美和台,31000000,40131,令和,3,1.0
3929,5,170,105,令和3年,美和台,36000000,40131,令和,3,1.0
3930,2,180,115,令和2年,美和台,47000000,40131,令和,2,2.0
3931,5,170,105,令和3年,美和台,33000000,40131,令和,3,1.0
3933,15,160,105,令和2年,美和台,40000000,40131,令和,2,2.0
3935,3,165,105,令和2年,美和台,33000000,40131,令和,2,2.0
3937,21,200,120,平成15年,美和台新町,38000000,40131,平成,15,20.0
3939,18,140,105,令和4年,若宮,44000000,40131,令和,4,0.0
3940,18,140,105,令和4年,若宮,44000000,40131,令和,4,0.0
3941,13,210,160,昭和55年,若宮,30000000,40131,昭和,55,43.0
3944,13,300,195,平成27年,若宮,63000000,40131,平成,27,8.0
3945,23,1100,320,昭和51年,若宮,96000000,40131,昭和,51,47.0
3953,25,120,95,令和3年,若宮,34000000,40131,令和,3,1.0
3960,18,185,135,令和4年,若宮,59000000,40131,令和,4,0.0
3961,18,155,95,令和4年,若宮,53000000,40131,令和,4,0.0
3963,16,180,105,令和4年,若宮,36000000,40131,令和,4,0.0
3965,18,280,95,昭和54年,若宮,20000000,40131,昭和,54,44.0
3967,20,340,100,昭和37年,若宮,14000000,40131,昭和,37,61.0
3969,19,380,170,昭和42年,若宮,13000000,40131,昭和,42,56.0
3970,12,650,310,昭和52年,若宮,90000000,40131,昭和,52,46.0
3972,21,170,105,令和3年,若宮,40000000,40131,令和,3,1.0
3974,20,130,50,昭和51年,若宮,16000000,40131,昭和,51,47.0
3979,16,165,110,平成29年,若宮,43000000,40131,平成,29,6.0
3989,12,165,105,令和4年,和白,39000000,40131,令和,4,0.0
3990,12,165,100,令和4年,和白,38000000,40131,令和,4,0.0
3991,4,230,115,平成20年,和白,35000000,40131,平成,20,15.0
3992,20,760,600,令和2年,和白,150000000,40131,令和,2,2.0
3993,10,140,100,令和4年,和白,32000000,40131,令和,4,0.0
3994,9,210,185,令和4年,和白,79000000,40131,令和,4,0.0
3996,12,190,105,平成6年,和白,20000000,40131,平成,6,29.0
3997,10,140,100,令和4年,和白,29000000,40131,令和,4,0.0
3998,11,115,100,令和4年,和白,36000000,40131,令和,4,0.0
3999,9,1600,210,昭和54年,和白,88000000,40131,昭和,54,44.0
4000,14,120,90,令和4年,和白,28000000,40131,令和,4,0.0
4002,3,380,580,平成6年,和白,120000000,40131,平成,6,29.0
4003,11,165,110,令和3年,和白,41000000,40131,令和,3,1.0
4004,7,140,140,昭和62年,和白,18000000,40131,昭和,62,36.0
4005,5,400,290,平成15年,和白,52000000,40131,平成,15,20.0
4009,4,160,125,平成15年,和白,29000000,40131,平成,15,20.0
4011,1,185,270,令和3年,和白,78000000,40131,令和,3,1.0
4016,7,160,160,令和4年,和白,74000000,40131,令和,4,0.0
4021,15,165,100,令和3年,和白,42000000,40131,令和,3,1.0
4023,15,180,105,令和3年,和白,42000000,40131,令和,3,1.0
4024,4,380,580,平成6年,和白,93000000,40131,平成,6,29.0
4027,10,210,125,平成24年,和白丘,30000000,40131,平成,24,11.0
4030,8,175,110,令和4年,和白丘,48000000,40131,令和,4,0.0
4031,7,180,220,平成19年,和白丘,41000000,40131,平成,19,16.0
4032,8,165,175,平成16年,和白丘,45000000,40131,平成,16,19.0
4035,18,240,105,令和3年,和白丘,32000000,40131,令和,3,1.0
4038,8,165,170,平成16年,和白丘,38000000,40131,平成,16,19.0
4040,5,175,105,平成11年,和白丘,29000000,40131,平成,11,24.0
4041,7,160,75,昭和52年,和白丘,13000000,40131,昭和,52,46.0
4043,8,200,115,昭和53年,和白丘,20000000,40131,昭和,53,45.0
4044,13,300,560,平成3年,和白丘,130000000,40131,平成,3,32.0
4045,9,210,115,平成19年,和白丘,30000000,40131,平成,19,16.0
4046,13,170,100,令和3年,和白丘,43000000,40131,令和,3,1.0
4047,7,190,100,令和3年,和白丘,40000000,40131,令和,3,1.0
4051,7,160,90,昭和52年,和白丘,24000000,40131,昭和,52,46.0
4053,13,240,115,令和3年,和白丘,33000000,40131,令和,3,1.0
4054,11,240,100,昭和45年,和白丘,19000000,40131,昭和,45,53.0
4056,11,280,135,平成19年,和白丘,21000000,40131,平成,19,16.0
4060,13,240,105,令和4年,和白東,44000000,40131,令和,4,0.0
4061,13,250,120,昭和49年,和白東,11000000,40131,昭和,49,49.0
4062,9,170,115,令和3年,和白東,38000000,40131,令和,3,1.0
4063,10,155,165,昭和57年,和白東,15000000,40131,昭和,57,41.0
4065,9,250,85,昭和47年,和白東,12000000,40131,昭和,47,51.0
4066,11,175,110,平成23年,和白東,32000000,40131,平成,23,12.0
4067,5,360,190,平成27年,和白東,55000000,40131,平成,27,8.0
4068,13,330,135,昭和52年,和白東,15000000,40131,昭和,52,46.0
4069,7,230,85,昭和42年,和白東,22000000,40131,昭和,42,56.0
4071,11,175,105,平成4年,和白東,30000000,40131,平成,4,31.0
4075,11,200,115,令和3年,和白東,39000000,40131,令和,3,1.0
4076,9,140,155,平成2年,和白東,16000000,40131,平成,2,33.0
4077,11,175,115,令和3年,和白東,36000000,40131,令和,3,1.0
4078,10,200,115,令和3年,和白東,40000000,40131,令和,3,1.0
4079,12,880,290,平成2年,和白東,54000000,40131,平成,2,33.0
4082,6,350,200,平成23年,和白東,32000000,40131,平成,23,12.0
4084,11,640,440,平成30年,和白東,91000000,40131,平成,30,5.0
4085,10,165,120,令和3年,和白東,41000000,40131,令和,3,1.0
4086,10,210,200,平成19年,和白東,50000000,40131,平成,19,16.0
4092,11,135,105,令和3年,和白東,33000000,40131,令和,3,1.0
4095,10,105,95,令和3年,和白東,32000000,40131,令和,3,1.0
4097,15,150,105,令和3年,和白東,31000000,40131,令和,3,1.0
4129,10,135,110,令和3年,板付,45000000,40132,令和,3,1.0
4132,21,125,100,令和3年,板付,36000000,40132,令和,3,1.0
4141,30,155,95,令和3年,浦田,30000000,40132,令和,3,1.0
4145,30,165,110,令和4年,浦田,40000000,40132,令和,4,0.0
4146,30,230,240,昭和63年,浦田,33000000,40132,昭和,63,35.0
4148,30,130,110,令和2年,浦田,28000000,40132,令和,2,2.0
4151,15,85,145,平成25年,大井,47000000,40132,平成,25,10.0
4153,14,110,85,昭和38年,堅粕,700000,40132,昭和,38,60.0
4154,14,240,200,平成26年,堅粕,80000000,40132,平成,26,9.0
4156,11,65,70,平成28年,堅粕,24000000,40132,平成,28,7.0
4157,14,130,100,平成26年,堅粕,34000000,40132,平成,26,9.0
4160,30,570,130,平成3年,金の隈,43000000,40132,平成,3,32.0
4162,30,75,85,昭和44年,金の隈,5000000,40132,昭和,44,54.0
4163,30,135,105,令和4年,金の隈,36000000,40132,令和,4,0.0
4166,29,125,135,平成3年,金の隈,15000000,40132,平成,3,32.0
4184,5,160,40,昭和15年,上呉服町,49000000,40132,昭和,15,83.0
4188,4,190,510,昭和62年,上呉服町,110000000,40132,昭和,62,36.0
4195,9,100,170,平成22年,上牟田,46000000,40132,平成,22,13.0
4229,2,75,120,昭和44年,銀天町,21000000,40132,昭和,44,54.0
4244,7,120,140,平成4年,空港前,23000000,40132,平成,4,31.0
4285,19,420,115,昭和54年,山王,110000000,40132,昭和,54,44.0
4288,6,650,780,昭和60年,東雲町,150000000,40132,昭和,60,38.0
4296,6,120,30,昭和49年,下呉服町,15000000,40132,昭和,49,49.0
4306,6,145,430,昭和39年,下呉服町,98000000,40132,昭和,39,59.0
4327,6,70,105,令和4年,昭南町,37000000,40132,令和,4,0.0
4328,6,70,105,令和4年,昭南町,38000000,40132,令和,4,0.0
4338,6,160,300,平成27年,須崎町,110000000,40132,平成,27,8.0
4377,18,125,195,平成30年,住吉,88000000,40132,平成,30,5.0
4463,8,180,145,平成11年,竹下,38000000,40132,平成,11,24.0
4465,4,115,90,令和3年,竹下,39000000,40132,令和,3,1.0
4468,4,115,90,令和3年,竹下,38000000,40132,令和,3,1.0
4470,3,110,100,令和2年,竹下,40000000,40132,令和,2,2.0
4485,7,210,230,平成24年,千代,87000000,40132,平成,24,11.0
4508,6,125,110,平成16年,千代,38000000,40132,平成,16,19.0
4514,9,200,210,平成22年,千代,65000000,40132,平成,22,13.0
4515,2,55,80,昭和26年,千代,10000000,40132,昭和,26,72.0
4517,4,290,1300,昭和48年,千代,100000000,40132,昭和,48,50.0
4522,4,105,45,昭和63年,千代,16000000,40132,昭和,63,35.0
4533,7,100,410,昭和63年,千代,67000000,40132,昭和,63,35.0
4542,30,510,280,平成2年,月隈,37000000,40132,平成,2,33.0
4582,11,220,200,平成22年,東光寺町,51000000,40132,平成,22,13.0
4594,10,165,150,平成16年,那珂,33000000,40132,平成,16,19.0
4597,14,120,55,昭和52年,那珂,5500000,40132,昭和,52,46.0
4598,19,105,95,令和3年,那珂,41000000,40132,令和,3,1.0
4642,7,200,750,平成2年,奈良屋町,130000000,40132,平成,2,33.0
4658,29,210,110,令和4年,西月隈,46000000,40132,令和,4,0.0
4677,5,105,90,令和3年,西春町,38000000,40132,令和,3,1.0
4680,12,160,165,平成27年,西春町,62000000,40132,平成,27,8.0
4740,6,70,110,昭和50年,博多駅前,48000000,40132,昭和,50,48.0
4802,16,290,340,平成27年,博多駅南,120000000,40132,平成,27,8.0
4808,15,65,75,昭和39年,博多駅南,10000000,40132,昭和,39,59.0
4814,16,290,340,平成27年,博多駅南,100000000,40132,平成,27,8.0
4815,14,240,110,昭和62年,博多駅南,89000000,40132,昭和,62,36.0
4823,20,130,90,昭和38年,博多駅南,34000000,40132,昭和,38,60.0
4824,15,185,110,昭和37年,博多駅南,130000000,40132,昭和,37,61.0
4825,15,190,270,昭和57年,博多駅南,140000000,40132,昭和,57,41.0
4861,17,60,35,昭和56年,博多駅南,7200000,40132,昭和,56,42.0
4862,17,160,115,昭和54年,博多駅南,100000000,40132,昭和,54,44.0
4863,17,90,110,昭和44年,博多駅南,60000000,40132,昭和,44,54.0
4870,18,65,125,昭和62年,博多駅南,35000000,40132,昭和,62,36.0
4883,18,145,185,昭和57年,博多駅南,110000000,40132,昭和,57,41.0
4895,7,100,100,令和3年,春町,42000000,40132,令和,3,1.0
4896,10,90,95,令和3年,春町,35000000,40132,令和,3,1.0
4897,14,80,90,令和3年,春町,37000000,40132,令和,3,1.0
4899,9,100,100,令和3年,春町,45000000,40132,令和,3,1.0
4900,25,130,105,令和3年,半道橋,50000000,40132,令和,3,1.0
4934,30,130,80,令和4年,東月隈,32000000,40132,令和,4,0.0
4935,30,270,160,平成6年,東月隈,27000000,40132,平成,6,29.0
4939,30,135,80,令和3年,東月隈,33000000,40132,令和,3,1.0
4940,30,165,105,令和3年,東月隈,37000000,40132,令和,3,1.0
4941,30,165,105,令和3年,東月隈,37000000,40132,令和,3,1.0
4943,20,130,100,平成27年,東那珂,35000000,40132,平成,27,8.0
4971,20,165,125,平成28年,東平尾,49000000,40132,平成,28,7.0
4976,5,410,540,昭和63年,光丘町,77000000,40132,昭和,63,35.0
4984,9,150,150,平成16年,南八幡町,47000000,40132,平成,16,19.0
4990,10,145,140,昭和54年,南八幡町,14000000,40132,昭和,54,44.0
5005,18,80,95,令和4年,美野島,54000000,40132,令和,4,0.0
5011,19,105,85,昭和54年,美野島,24000000,40132,昭和,54,44.0
5024,18,90,100,令和3年,美野島,53000000,40132,令和,3,1.0
5029,23,135,135,昭和35年,美野島,20000000,40132,昭和,35,63.0
5046,20,55,110,令和3年,美野島,42000000,40132,令和,3,1.0
5056,16,65,95,平成12年,美野島,29000000,40132,平成,12,23.0
5074,7,260,110,昭和61年,麦野,44000000,40132,昭和,61,37.0
5075,15,130,100,令和3年,麦野,45000000,40132,令和,3,1.0
5076,12,110,90,令和3年,麦野,38000000,40132,令和,3,1.0
5077,11,105,85,令和3年,麦野,36000000,40132,令和,3,1.0
5078,6,240,240,昭和62年,麦野,42000000,40132,昭和,62,36.0
5080,12,110,200,令和2年,麦野,70000000,40132,令和,2,2.0
5083,9,95,100,令和3年,麦野,37000000,40132,令和,3,1.0
5084,8,100,100,令和3年,麦野,37000000,40132,令和,3,1.0
5087,11,110,85,令和2年,麦野,33000000,40132,令和,2,2.0
5104,13,105,95,令和3年,諸岡,36000000,40132,令和,3,1.0
5105,11,155,150,平成31年,諸岡,34000000,40132,平成,31,4.0
5107,10,110,105,昭和63年,諸岡,12000000,40132,昭和,63,35.0
5109,11,115,95,令和4年,諸岡,42000000,40132,令和,4,0.0
5119,6,105,50,昭和39年,諸岡,5800000,40132,昭和,39,59.0
5120,18,330,135,昭和60年,諸岡,45000000,40132,昭和,60,38.0
5126,3,330,330,昭和58年,諸岡,38000000,40132,昭和,58,40.0
5131,3,200,185,平成16年,諸岡,47000000,40132,平成,16,19.0
5133,7,490,390,平成27年,諸岡,110000000,40132,平成,27,8.0
5142,14,125,100,令和4年,吉塚,46000000,40132,令和,4,0.0
5144,6,165,180,平成31年,吉塚,76000000,40132,平成,31,4.0
5153,14,160,190,平成18年,吉塚,62000000,40132,平成,18,17.0
5154,7,125,125,令和4年,吉塚,69000000,40132,令和,4,0.0
5160,3,155,150,平成14年,吉塚,48000000,40132,平成,14,21.0
5161,13,240,200,昭和51年,吉塚,15000000,40132,昭和,51,47.0
5167,10,70,80,昭和40年,吉塚,4500000,40132,昭和,40,58.0
5174,14,125,130,平成26年,吉塚,49000000,40132,平成,26,9.0
5178,14,165,175,昭和54年,吉塚,23000000,40132,昭和,54,44.0
5179,9,65,85,令和3年,吉塚,35000000,40132,令和,3,1.0
5190,60,190,105,平成15年,大字立花寺,30000000,40132,平成,15,20.0
5237,15,460,195,平成8年,赤坂,140000000,40133,平成,8,27.0
5250,14,210,135,平成7年,赤坂,70000000,40133,平成,7,28.0
5368,11,95,125,平成9年,伊崎,32000000,40133,平成,9,26.0
5395,5,90,95,昭和42年,今川,5000000,40133,昭和,42,56.0
5399,9,175,250,昭和62年,今川,67000000,40133,昭和,62,36.0
5400,4,200,250,昭和53年,今川,64000000,40133,昭和,53,45.0
5404,11,115,100,令和3年,今川,52000000,40133,令和,3,1.0
5416,7,150,115,昭和52年,今川,63000000,40133,昭和,52,46.0
5507,18,110,100,令和4年,小笹,41000000,40133,令和,4,0.0
5508,15,115,95,令和4年,小笹,41000000,40133,令和,4,0.0
5511,16,115,90,令和4年,小笹,40000000,40133,令和,4,0.0
5515,19,250,135,平成16年,小笹,41000000,40133,平成,16,19.0
5521,20,195,100,昭和44年,小笹,17000000,40133,昭和,44,54.0
5525,30,95,105,平成31年,小笹,24000000,40133,平成,31,4.0
5529,28,250,100,昭和49年,小笹,16000000,40133,昭和,49,49.0
5530,26,420,190,平成9年,小笹,75000000,40133,平成,9,26.0
5536,26,160,110,平成31年,小笹,42000000,40133,平成,31,4.0
5543,30,115,95,令和3年,小笹,39000000,40133,令和,3,1.0
5544,30,120,100,令和2年,小笹,39000000,40133,令和,2,2.0
5546,30,210,115,令和2年,小笹,37000000,40133,令和,2,2.0
5580,7,65,160,平成19年,清川,54000000,40133,平成,19,16.0
5615,3,185,145,平成13年,草香江,65000000,40133,平成,13,22.0
5677,8,145,70,昭和29年,御所ヶ谷,39000000,40133,昭和,29,69.0
5694,3,95,90,令和3年,桜坂,53000000,40133,令和,3,1.0
5712,24,90,105,平成31年,笹丘,24000000,40133,平成,31,4.0
5714,21,240,105,昭和59年,笹丘,23000000,40133,昭和,59,39.0
5719,29,110,95,令和3年,笹丘,35000000,40133,令和,3,1.0
5723,30,260,140,昭和52年,笹丘,43000000,40133,昭和,52,46.0
5728,18,200,105,令和3年,笹丘,43000000,40133,令和,3,1.0
5733,8,100,95,令和4年,地行,57000000,40133,令和,4,0.0
5741,8,200,130,平成13年,地行,77000000,40133,平成,13,22.0
5742,8,220,185,平成15年,地行,94000000,40133,平成,15,20.0
5743,8,480,460,平成20年,地行,130000000,40133,平成,20,15.0
5748,6,70,85,令和2年,地行,38000000,40133,令和,2,2.0
5753,3,115,165,平成6年,地行,150000000,40133,平成,6,29.0
5760,8,85,90,令和3年,地行,52000000,40133,令和,3,1.0
5826,10,70,105,令和4年,高砂,53000000,40133,令和,4,0.0
5875,7,160,580,平成15年,高砂,140000000,40133,平成,15,20.0
5883,5,650,210,昭和50年,谷,93000000,40133,昭和,50,48.0
5885,7,90,100,令和2年,谷,45000000,40133,令和,2,2.0
5888,8,95,105,令和2年,谷,44000000,40133,令和,2,2.0
5889,7,140,130,平成18年,谷,62000000,40133,平成,18,17.0
5899,14,240,105,昭和55年,輝国,20000000,40133,昭和,55,43.0
5902,15,200,105,令和3年,輝国,37000000,40133,令和,3,1.0
5944,11,75,70,平成3年,鳥飼,8500000,40133,平成,3,32.0
5946,12,75,105,令和3年,鳥飼,48000000,40133,令和,3,1.0
5949,11,80,115,令和3年,鳥飼,48000000,40133,令和,3,1.0
5969,10,80,140,昭和63年,西公園,25000000,40133,昭和,63,35.0
5979,8,130,120,令和4年,梅光園,79000000,40133,令和,4,0.0
5982,8,280,280,昭和54年,梅光園,75000000,40133,昭和,54,44.0
5983,11,150,105,平成31年,梅光園,74000000,40133,平成,31,4.0
5986,6,150,135,昭和36年,春吉,50000000,40133,昭和,36,62.0
5989,5,150,410,平成22年,春吉,130000000,40133,平成,22,13.0
